Prospect ID,Lead Number,Company,Lead Origin,Mobile Number,Website,Time Zone,Job Title,Lead Source,Source Medium,Notes,Source Campaign,Source Content,Do Not Email,Do Not Call,Lead Stage,Lead Grade,Lead Score,Order Value,Engagement Score,TotalVisits,Page Views Per Visit,Average Time Per Visit,Last Activity,Last Activity Date,Related Landing Page Id,First Landing Page Submission Id,First Landing Page Submission Date,Created On,Modified On,Lead Conversion Date,Address 1,Address 2,Cityold,State,Country,Zip,Facebook URL,Twitter URL,LinkedIn URL,Industry,Work Area,Course Interested,Keyword,Date,Specialization,Entrance Test,How did you hear about SomeSchool,What is your current occupation,If you are a working professional,If you are a working professional please mention ,What matters most to you in choosing an ADP,Age,Next Follow Up,Search,Magazine,Newspaper Article,Welearn Forums,Newspaper,Digital Advertisement,Through Recommendations,Any other Please specify,Last Degree,Receive More Updates About Our Courses,Admission Number,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on PGDMHBSCM,Chat Group,Lead Profile,City New,Country New,Industry New,Profile Score,Asymmetrique Activity Index,Asymmetrique Profile Index,ecode,amt,eventname,Enquiry Type,Asymmetrique Activity Score,Asymmetrique Profile Score,Admission Date,I agree to pay the amount through cheque,Previous Stage,Number of Followup Calls,Asym how soon you can join program,Asymm Reason to take admission,Asymm Are you aware about SomeSchool College,Asymm Are you applying for any other form of MBA,Asym What is your expectation from this course,Asym How do you feel about taking admission,Asym What stopping you from joining course,Asym What are your concerns for taking admission,Asym preferences for selecting management course,a free copy of Mastering The Interview,What attracted you to consider SomeSchool ,you to consider SomeSchool ,Landing Page,Admission Constraints,Lead Type,Asymmetrique Scoring Model,Last Notable Activity,Last Notable Activity Date,Source Referrer,Last Visit Date,Photo Url,Stage Rotting Flag Status,Stage Rotting Flag Message,Stage Rotting Flag Modification Date,Stage Rotting Flag Additional Info,Stage Rotting Flag Level,Mailing Preferences,Twitter Id,Facebook Id,LinkedIn Id,Skype Id,Gtalk Id,Google Plus Id,Quality Score 01,Groups,Converted,Total Time Spent on Website,How did you hear about X Education,What matters most to you in choosing a course,X Education Forums,Get updates on DM Content,City,A free copy of Mastering The Interview,First Name,Last Name,Email
231045d5-40a5-4515-a416-3e241dd7f1c6,635816,,API,,,,,Olark Chat,,,,,No,No,Junk Lead,,0,,0,0.0,0.0,0.0,Olark Chat Conversation,07-07-2016 5:54,,,,07-07-2016 5:52,18-07-2016 6:28,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,,,No,,,,No,No,Students Support,,,,,,01.High,02.Medium,,,,,17.0,15.0,,No,,,,,,,,,,,,No,,,,,,2.0,Modified,18-07-2016 6:28,,07-07-2016 5:54,,,,,,,,,,,,,,,,0,0,,,No,No,,No,uhLSVyS,ZHaQPpL,cgbu4faf@hpfca.com
234320c2-fce5-4dfd-862e-c609eb4765b3,650338,mumbai university,Lead Add Form,,,,,Olark Chat,,,,,No,No,Closed,,235,,0,2.0,2.0,583.0,Page Visited on Website,04-08-2016 10:23,,,,22-07-2016 6:42,04-08-2016 12:25,,,,Mumbai,,,,,,,,,,,,Select Specialization,MAT,Select,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,HPGD/JL16/2090,Closed by Horizzon,,No,No,,Select,Select,India,Consumer Durables,,02.Medium,01.High,,,,,15.0,17.0,04-08-2016 0:00,No,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,No,,Select,,,,2.0,Modified,04-08-2016 12:25,,04-08-2016 10:23,,,,,,,,,,,,,,,,1,1582,Select,Better Career Prospects,No,No,Select,No,uxMYipD,hBZiuTC,
23873317-72ed-4b5d-9d3e-d0231ef9b341,595632,mumbai university,Landing Page Submission,,,,,Google,CPC,,SomeSchoolBrand,SomeSchool+Distance++MBA,No,No,Qualified,,130,,20,4.0,2.0,497.0,Email Opened,02-08-2016 9:47,52c73a3d-727c-11e5-a199-22000aa4133b,b931a921-6827-46d3-b636-bd60fb9d3533,24-05-2016 10:58,23-05-2016 5:52,25-05-2016 9:08,24-05-2016 11:00,,,Mumbai,Maharashtra,India,,,,,,,,,,Human Resource Management,MAT,Select,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,,,,No,No,,Select,Mumbai,India,Consumer Durables,,,,,,,,,,,No,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Yes,,Select,,,,,Email Opened,02-08-2016 9:47,,02-08-2016 9:47,,,,,,,,,,,,,,,,1,1766,Select,Better Career Prospects,No,No,Mumbai,Yes,JvoLenq,dnbSuKQ,
23bb6ab5-d81e-4f24-b26c-86d0d8805180,584241,9619861420,API,,,,,Google,CPC,,SomeSchoolBrand,SomeSchool+Distance++MBA,No,No,Qualified,,50,,0,2.0,2.0,143.0,SMS Sent,17-07-2016 10:38,,,,07-05-2016 7:20,06-07-2016 11:58,07-05-2016 7:23,,,Mumbai,,India,,,,,,,,,,Select Specialization,MAT,Select,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,,,,No,No,Leads Support,Select,Select,India,Consumer Durables,,02.Medium,02.Medium,,,,,14.0,15.0,,No,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,No,,Select,,,,2.0,SMS Sent,17-07-2016 10:38,,17-07-2016 10:38,,,,,,,,,,,,,,,,1,1163,Select,Better Career Prospects,No,No,Select,No,MnwFWmi,KIfqLJc,
23f45ed6-f34c-4015-9b0a-581cf7fb79ee,637409,Here - Maps for life,API,,,,,Olark Chat,,,,,No,No,Qualified,,240,,100,12.0,4.0,42.0,Email Opened,03-08-2016 17:38,,,,08-07-2016 18:05,18-07-2016 6:38,,,,Thane,Maharashtra,India,,,,,,,,,,Marketing Management,MAT,Select,Working Professional,Media/Dotcom/Entertainment,Marketing / Advertising / MR / PR,Better Career Prospects,Select,,Yes,No,No,No,No,No,No,,Bsc in animation,No,,Will revert after reading the email,Low in Relevance,No,No,,Potential Lead,Mumbai,India,Consumer Durables,,02.Medium,01.High,,,,,15.0,18.0,,No,Select,Select,Next year,Getting better jobs,Well Aware,Select,Helps to grow personally,Useful,Finance,Timings,Medium Match,No,,Select,,Took just information,,2.0,Email Opened,03-08-2016 17:38,,03-08-2016 17:38,,,,,,,,,,,,,,,,1,333,Select,Better Career Prospects,No,No,Mumbai,No,vkiOgEf,CfsbzWJ,
240134a6-7917-4a71-a0ac-909d9f055148,615524,fenilshah110@gmail.com,Lead Add Form,,,,,Reference,,,,,No,No,Closed,,490,,0,4.0,1.33,126.0,Page Visited on Website,05-08-2016 8:54,,,,16-06-2016 5:36,04-08-2016 8:05,,,,Mumbai,Maharashtra,India,,,,,,,,,,Finance Management,MAT,Word Of Mouth,Working Professional,Accounting/Finance,Accounts / Finance / Tax / CS / Audit,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,HPGD/JL16/2047,Closed by Horizzon,Might be,No,No,,Select,Other Cities,India,Banking/Financial Services/Broking,,02.Medium,01.High,,,,,14.0,17.0,04-08-2016 0:00,No,Select,Select,Within six months,Required for continuing current job,Aware,Distance MBA,Helps to grow professionally,Neutral,Select,Stopped studying formal courses long back,Medium Match,No,,Select,,Took just information,,2.0,Page Visited on Website,05-08-2016 8:54,,05-08-2016 8:54,,,,,,,,,,,,,,,,1,1144,Word Of Mouth,Better Career Prospects,No,No,Other Cities,No,UXorNYI,DJvvtQH,
240be8ed-0b9a-4609-9e02-641731a49378,609244,,API,,,,,Organic Search,,,,,No,No,Qualified,,110,,0,7.0,3.5,73.4,SMS Sent,26-07-2016 10:15,,,,09-06-2016 7:42,09-06-2016 9:41,09-06-2016 8:09,,,Kanpur,,India,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,,,No,,,,No,No,Leads Support,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,,,SMS Sent,26-07-2016 10:15,,26-07-2016 10:15,,,,,,,,,,,,,,,,1,1061,,,No,No,,No,TQjTncn,MdBJQMk,vuawb3b8@hkvhs.com
24d0396e-f5ca-4819-8b67-2ebd2cf98e1c,627296,mumbai university,API,,,,,Organic Search,,,,,No,No,Qualified,,110,,0,7.0,7.0,216.57,SMS Sent,21-07-2016 7:16,,,,28-06-2016 9:19,28-06-2016 10:21,28-06-2016 9:39,,,Mumbai,,India,,,,,,,,,,Select Specialization,MAT,Select,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,,,,No,No,Leads Support,Select,Select,India,Consumer Durables,,,,,,,,,,,No,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,No,,Select,,,,,SMS Sent,21-07-2016 7:16,,21-07-2016 7:16,,,,,,,,,,,,,,,,1,1341,Select,Better Career Prospects,No,No,Select,No,WGRSTqO,VZvoYkt,
25157bbd-249b-4df0-9a6c-a367dcf59ee2,613797,mumbai university,Landing Page Submission,,,,,Organic Search,,I would like join MBA IT programmegive me more details about  fees and duration,,,No,No,Qualified,,100,,0,5.0,5.0,25.75,SMS Sent,21-07-2016 7:16,6873705b-0398-11e5-981b-22000a9700b4,9380ab70-a520-4019-bb25-fe6e27f8a51d,14-06-2016 8:32,14-06-2016 8:30,14-06-2016 12:07,14-06-2016 8:32,,,Mumbai,Maharashtra,India,,,,,,,,,,IT Projects Management,MAT,Online Search,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,,,,No,No,,Select,Mumbai,India,Consumer Durables,,,,,,,,,,,No,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,No,,Select,,,,,SMS Sent,21-07-2016 7:16,,21-07-2016 7:16,,,,,,,,,,,,,,,,1,519,Online Search,Better Career Prospects,No,No,Mumbai,No,KmVvgkB,RWaOxiR,
2542d70a-1c2e-4b88-be85-1ff12d7c9de6,640974,,Landing Page Submission,,,,,Google,CPC,I am currently pursuing PGDBA Supply Chain. I have appeared for the two papers left in fourth semester.I am interested in  pursuing Finance. Your feedback shall be acknowledged.,SomeSchoolBrand,SomeSchool+Distance++MBA,No,No,Qualified,,150,,60,4.0,4.0,125.67,Email Opened,29-07-2016 4:37,6873705b-0398-11e5-981b-22000a9700b4,27b9a213-f4da-4ee6-9750-947f15b890b4,13-07-2016 5:16,13-07-2016 5:12,18-07-2016 6:42,13-07-2016 5:16,,,Pune,Maharashtra,India,,,,,,,,,,Finance Management,MAT,Student of SomeSchool,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,,Busy,Not Sure,No,No,,Other Leads,Other Cities of Maharashtra,India,Consumer Durables,,02.Medium,01.High,,,,,15.0,17.0,,No,Select,Select,Immediate,Knowledge gain,Well Aware,Select,Helps to grow professionally,Select,Select,Select,Select,No,,Select,,,,2.0,Email Opened,29-07-2016 4:37,,29-07-2016 4:37,,,,,,,,,,,,,,,,1,1396,Student of SomeSchool,Better Career Prospects,No,No,Other Cities of Maharashtra,No,ZwDIdua,LXScBGB,fritfsr7@xemkz.com
25e6610a-7400-4729-9e9a-f4b765d6e60a,590154,Duplicate lead,Landing Page Submission,,,,,Direct Traffic,,,,,No,No,Junk Lead,,90,,0,3.0,3.0,9.5,Page Visited on Website,09-07-2016 14:43,52c73a3d-727c-11e5-a199-22000aa4133b,35df1879-fb4c-4602-bbc6-9bf5f020ce4e,15-05-2016 11:38,15-05-2016 11:38,11-06-2016 11:36,15-05-2016 11:38,,,Thane,Maharashtra,India,,,,,,,,,,Finance Management,MAT,Select,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,,,,No,No,,Select,Mumbai,India,Consumer Durables,,02.Medium,01.High,,,,,14.0,18.0,,No,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Yes,,Select,,,,2.0,Page Visited on Website,09-07-2016 14:43,,09-07-2016 14:43,,,,,,,,,,,,,,,,0,360,Select,Better Career Prospects,No,No,Mumbai,Yes,KGqtjvj,MvUPTMz,
260148b0-5988-4ffa-843b-b983f566376d,631226,mumbai university,Landing Page Submission,,,,,Direct Traffic,,,,,No,No,Closed,,180,,0,8.0,4.0,153.29,Email Opened,30-07-2016 16:00,52c73a3d-727c-11e5-a199-22000aa4133b,d4450e91-caed-4ae0-9f5e-8ae37cb51058,02-07-2016 3:52,02-07-2016 3:52,01-08-2016 9:55,02-07-2016 3:52,,,Mumbai,Maharashtra,India,,,,,,,,,,Operations Management,MAT,Select,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,HPGD/JL16/1892,Closed by Horizzon,,No,No,,Select,Mumbai,India,Consumer Durables,,02.Medium,01.High,,,,,15.0,18.0,01-08-2016 0:00,No,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Yes,,Select,,,,2.0,Modified,01-08-2016 9:55,,30-07-2016 16:00,,,,,,,,,,,,,,,,1,1495,Select,Better Career Prospects,No,No,Mumbai,Yes,NNQuatQ,tYoVMUB,
26151138-cf5b-4b05-aed2-e518129fba6d,655520,,Lead Add Form,,,,,Welingak Website,,,,,No,No,Closed,,10,,0,0.0,0.0,0.0,Olark Chat Conversation,04-08-2016 11:16,,,,26-07-2016 11:09,04-08-2016 11:15,,,,,,,,,,,,,,,,Select Specialization,MAT,Select,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,HPGD/JL16/1935,Closed by Horizzon,,No,No,,Select,Select,India,Consumer Durables,,01.High,02.Medium,,,,,16.0,15.0,02-08-2016 0:00,No,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,No,,Select,,,,2.0,Olark Chat Conversation,04-08-2016 11:16,,04-08-2016 11:16,,,,,,,,,,,,,,,,1,0,Select,Better Career Prospects,No,No,Select,No,geNYtpJ,liaMwsh,0p6q5yx3@ofypf.com
26f2e0bc-dd3c-43ba-946d-4a4765a89874,586394,husband also will take admisison,Lead Add Form,,,,,Reference,,,,,No,No,Closed,,10,,0,0.0,0.0,0.0,Email Opened,15-05-2016 3:49,,,,10-05-2016 7:56,16-05-2016 10:15,,,,,,,,,,,,,,,,IT Projects Management,MAT,Select,Working Professional,IT-Hardware & Networking,ITES / BPO / KPO / Customer Service / Operations,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,HPGD/AP16/4149,Closed by Horizzon,Low in Relevance,No,No,,Select,Mumbai,India,Consumer Durables,High,02.Medium,02.Medium,,,,,15.0,16.0,16-05-2016 0:00,No,Select,Select,Within six months,Required for getting promotion,Select,Select,Helps to grow personally,Useful,Timing,Stopped studying formal courses long back,High Match,No,,Select,,Took just information,,2.0,Modified,16-05-2016 10:15,,15-05-2016 3:49,,,,,,,,,,,,,,,,1,0,Select,Better Career Prospects,No,No,Mumbai,No,OvnbdCn,pAVZmHG,
270786a4-b9a0-4fd8-befc-5966b258355b,635910,9833568988,Lead Add Form,,,,,Reference,,,,,No,No,Closed,,0,,0,0.0,0.0,0.0,SMS Sent,24-07-2016 11:18,,,,07-07-2016 7:24,26-07-2016 9:59,,,,,,,,,,,,,,,,Business Administration,MAT,Select,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,HPGD/JL16/1286,Lost to EINS,High in Relevance,No,No,,Potential Lead,Other Cities of Maharashtra,India,Consumer Durables,,02.Medium,01.High,,,,,15.0,19.0,,No,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,No,,Select,,,,2.0,Modified,26-07-2016 9:59,,24-07-2016 11:18,,,,,,,,,,,,,,,,1,0,Select,Better Career Prospects,No,No,Other Cities of Maharashtra,No,ITUjPNy,AGvXnTY,
277ad6a6-4565-4a18-a1ff-e46e03f22663,659705,mumbai university,Lead Add Form,,,,,Welingak Website,,,,,No,No,Qualified,,0,,0,,,,,,,,,30-07-2016 13:26,30-07-2016 13:30,,,,,,,,,,,,,,,,Select Specialization,MAT,Select,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,,,,No,No,,Select,Select,India,Consumer Durables,,02.Medium,02.Medium,,,,,14.0,15.0,,No,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,No,,Select,,,,2.0,Modified,30-07-2016 13:30,,,,,,,,,,,,,,,,,,1,346,Select,Better Career Prospects,No,No,Select,No,fkTNITm,wPEPWvW,
27f9fe06-20a4-4ca3-955f-cb25968630fd,614996,"M.A ( Osmania University), B.Ed ( Osmania University) & M.Phil ( MKU, Madurai).",API,,,,,Google,CPC,,SomeSchoolBrand,SomeSchool+Distance++MBA,No,No,Qualified,,70,,0,3.0,1.0,585.0,SMS Sent,21-07-2016 7:16,,,,15-06-2016 11:31,15-06-2016 12:44,15-06-2016 12:12,,,Lonavala,,India,,,,,,,,,,Select Specialization,MAT,Select,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,,,,No,No,Leads Support,Select,Select,India,Consumer Durables,,,,,,,,,,,No,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,No,,Select,,,,,SMS Sent,21-07-2016 7:16,,21-07-2016 7:16,,,,,,,,,,,,,,,,1,1199,Select,Better Career Prospects,No,No,Select,No,jPVisxO,WnixkAc,
281154db-fac5-41b9-b798-6933fb714f46,633915,mumbai university,Lead Add Form,,,,,Welingak Website,,,,,No,No,Qualified,,-10,,0,0.0,0.0,0.0,SMS Sent,21-07-2016 7:16,,,,05-07-2016 7:24,05-07-2016 7:32,,,,,,,,,,,,,,,,Select Specialization,MAT,Select,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,,,,No,No,,Select,Select,India,Consumer Durables,,,,,,,,,,,No,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,No,,Select,,,,,SMS Sent,21-07-2016 7:16,,21-07-2016 7:16,,,,,,,,,,,,,,,,1,0,Select,Better Career Prospects,No,No,Select,No,pXceMEt,xlmtXqB,
2927db99-1d79-4a6c-aeb4-b4c095eab6ea,646302,rombo@mai.com,API,,,,,Olark Chat,,,,,Yes,No,Qualified,,-10,,0,0.0,0.0,0.0,SMS Sent,21-07-2016 7:16,,,,19-07-2016 7:06,19-07-2016 7:15,,,,,,,,,,,,,,,,Select Specialization,MAT,Select,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,,,,No,No,Leads Support,Select,Select,India,Consumer Durables,,01.High,02.Medium,,,,,16.0,15.0,,No,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,No,,Select,,,,2.0,SMS Sent,21-07-2016 7:16,,21-07-2016 7:16,,,,,,,,,,,,,,,,1,0,Select,Better Career Prospects,No,No,Select,No,GyLwxby,ZDyIyhh,
298dd5c8-cc03-4f9e-a46d-c111018de4bf,625880,kkpranay@gmail.com,Landing Page Submission,,,,,Direct Traffic,,,,,No,No,Not Interested,,250,,0,6.0,2.0,152.33,Email Opened,29-07-2016 22:22,52c73a3d-727c-11e5-a199-22000aa4133b,97999ed5-b2ae-48f4-ba57-0d846e71e4d1,27-06-2016 5:41,27-06-2016 5:33,02-08-2016 11:30,27-06-2016 5:41,,,Pune,Maharashtra,India,,,,,,,,,,E-Business,MAT,Select,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,,Interested in other courses,High in Relevance,No,No,,Potential Lead,Other Cities of Maharashtra,India,Consumer Durables,,02.Medium,01.High,,,,,14.0,19.0,,No,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Yes,,Select,,,,2.0,Modified,02-08-2016 11:30,,29-07-2016 22:22,,,,,,,,,,,,,,,,0,259,Select,Better Career Prospects,No,No,Other Cities of Maharashtra,Yes,dsPPUIG,xzYqGGn,
2a0093e3-b06a-442a-8f20-3d3587edee57,641386,9830854626,API,,,,,Olark Chat,,,,,No,No,Qualified,,65,,40,0.0,0.0,0.0,Email Opened,01-08-2016 4:59,,,,13-07-2016 10:39,18-07-2016 6:41,,,,,,,,,,,,,,,,Select Specialization,MAT,Select,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,,,,No,No,Leads Support,Select,Select,India,Consumer Durables,,01.High,02.Medium,,,,,16.0,15.0,,No,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,No,,Select,,,,2.0,Email Opened,01-08-2016 4:59,,01-08-2016 4:59,,,,,,,,,,,,,,,,1,0,Select,Better Career Prospects,No,No,Select,No,QlSbKsk,cTuQqBN,
2a6dce70-e6cd-4281-95e1-dbd68157fcc8,642806,,API,,,,,Olark Chat,,,,,No,No,Junk Lead,,0,,0,0.0,0.0,0.0,Olark Chat Conversation,15-07-2016 4:50,,,,15-07-2016 4:51,18-07-2016 6:46,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,,,No,,,,No,No,Students Support,,,,,,01.High,02.Medium,,,,,17.0,15.0,,No,,,,,,,,,,,,No,,,,,,2.0,Modified,18-07-2016 6:46,,15-07-2016 4:50,,,,,,,,,,,,,,,,0,0,,,No,No,,No,SfSayra,bMVlqsG,5tm2cozh@rhxkp.com
2bd4d28a-d5d4-401c-a9d1-f3dd9e2c579b,598242,mumbai university,Lead Add Form,,,,,Welingak Website,,,,,Yes,No,Interested,,-20,,0,0.0,0.0,0.0,SMS Sent,21-07-2016 7:16,,,,26-05-2016 11:11,26-05-2016 11:12,,,,,,,,,,,,,,,,Select Specialization,MAT,Select,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,,,,No,No,,Select,Select,India,Consumer Durables,,,,,,,,,,,No,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,No,,Select,,,,,SMS Sent,21-07-2016 7:16,,21-07-2016 7:16,,,,,,,,,,,,,,,,1,0,Select,Better Career Prospects,No,No,Select,No,RTIVSMK,csemnPF,
2be3c7ea-f337-4a28-ba78-9ac6f0f109fa,632017,diploma in banking,API,,,,,Olark Chat,,,,,No,No,Qualified,,60,,0,0.0,0.0,0.0,SMS Sent,21-07-2016 7:16,,,,02-07-2016 20:19,04-07-2016 11:06,,,,,,,,,,,,,,,,Select Specialization,MAT,Select,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,,,,No,No,Students Support,Select,Select,India,Consumer Durables,,,,,,,,,,,No,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,No,,Select,,,,,SMS Sent,21-07-2016 7:16,,21-07-2016 7:16,,,,,,,,,,,,,,,,1,0,Select,Better Career Prospects,No,No,Select,No,rbzYOtw,xqNgcjS,
2d58fd94-2aae-47aa-a3ca-5805266503cd,654218,,Landing Page Submission,,,,,Google,CPC,plse connect me as soon as possibe early,SomeSchoolBrand,SomeSchool+Distance++MBA,No,No,Unreachable,B,150,,0,7.0,2.33,55.75,Email Opened,04-08-2016 4:56,6873705b-0398-11e5-981b-22000a9700b4,17ff3930-bab3-41d0-ad29-aa78ab549381,25-07-2016 11:57,25-07-2016 11:55,26-07-2016 12:15,25-07-2016 11:57,,,Mumbai,Maharashtra,India,,,,,,,,,,Marketing Management,MAT,Social Media,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,,Ringing,Not Sure,No,No,,Select,Mumbai,India,Consumer Durables,,02.Medium,01.High,,,,,14.0,18.0,,No,Select,Select,Within six months,Required for getting promotion,Well Aware,Select,Helps to grow professionally,Select,Select,Select,Select,No,,Select,,,,2.0,Email Opened,04-08-2016 4:56,,04-08-2016 4:56,,,,,,,,,,,,,,,,0,305,Social Media,Better Career Prospects,No,No,Mumbai,No,qhkNQKc,oCvqYTq,upxcud29@cwibs.com
2dda3090-e7a8-40dc-8817-8dd9a46c0e67,606306,vikas.shinde@disney.com,Lead Add Form,,,,,Reference,,,,,No,No,Closed,,-40,,0,0.0,0.0,0.0,Unsubscribed,08-06-2016 10:32,,,,06-06-2016 4:42,22-06-2016 5:58,,,,,,,,,,,,,,,,Supply Chain Management,MAT,Select,Working Professional,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,HPGD/AP16/4347,Closed by Horizzon,High in Relevance,No,No,,Potential Lead,Select,India,Consumer Durables,,,,,,,,,,09-06-2016 0:00,No,Qualified,2,Within six months,Required for continuing current job,Well Aware,Distance MBA,Helps to grow professionally,Neutral,Select,Stopped studying formal courses long back,Medium Match,No,,Select,,Took just information,,,Modified,22-06-2016 5:58,,08-06-2016 10:32,,,,,,,,,,,,,,,,1,0,Select,Better Career Prospects,No,No,Select,No,ZYxaPoE,bbpJVFa,
2df95f8b-4f7f-4fe7-ad08-1bcc8373f0a5,645517,,Landing Page Submission,,,,,Google,CPC,,Generic1,SomeSchool+Part+Time+MBA,No,No,Unreachable,,150,,0,5.0,5.0,112.2,Email Opened,29-07-2016 13:33,6873705b-0398-11e5-981b-22000a9700b4,6d8cebf6-1e9e-407d-a746-586bbd8cdc73,18-07-2016 8:59,18-07-2016 8:58,20-07-2016 13:00,18-07-2016 8:59,,,Mumbai,Maharashtra,India,,,,,,,,,,IT Projects Management,,Online Search,,,,,,,No,No,No,No,No,No,No,,,No,,,,No,No,,,Mumbai,,,,02.Medium,02.Medium,,,,,14.0,15.0,,No,,,Within six months,Getting better jobs,Well Aware,,Helps to grow professionally,,,,,No,,,,,,2.0,Email Opened,29-07-2016 13:33,,29-07-2016 13:33,,,,,,,,,,,,,,,,0,1209,Online Search,,No,No,Mumbai,No,cvvkzNs,CXLnnej,lb3oh8z4@digsy.com
2e49d7ab-0a68-4d6b-8d60-2e67d723a311,629227,,Landing Page Submission,,,,,Google,CPC,Bcom or bfa after 12 commerce is seats available,Google-cpc-enquirenow-sitelink,Sitelinks,No,No,Not Interested,,70,,0,1.0,1.0,0.0,Converted to Lead,30-06-2016 5:10,473da37b-6cd5-11e5-a199-22000aa4133b,d8038cc9-051e-4ec4-8f9c-36a3346752b2,30-06-2016 5:10,30-06-2016 5:10,01-07-2016 9:48,30-06-2016 5:10,,,Ghatkopar,Maharashtra,India,,,,,,,,,,Business Administration,MAT,Multiple Sources,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,,Interested in other courses,Worst,No,No,,Other Leads,Mumbai,India,Consumer Durables,,,,,,,,,,,No,Select,Select,Select,Select,Select,Part time MBA,Select,Select,Select,Select,Medium Match,No,,Select,,,,,Modified,01-07-2016 9:48,,30-06-2016 5:10,,,,,,,,,,,,,,,,0,163,Multiple Sources,Better Career Prospects,No,No,Mumbai,No,bUqQbem,rLgYSNO,brx5pcnw@ltevu.com
2f108e18-ab4c-4658-b917-c2d47d1927fa,631333,brother is also coming for admission,Lead Add Form,mrprabhutendolkar@gmail.com,,,,Reference,,,,,No,No,Closed,,0,,0,,,,,,,,,02-07-2016 6:16,02-07-2016 11:39,,,,,,,,,,,,,,,,Human Resource Management,MAT,Select,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,HPGD/JL16/0656,Closed by Horizzon,Low in Relevance,No,No,,Potential Lead,Mumbai,India,Consumer Durables,,,,,,,,,,02-07-2016 0:00,No,Select,Select,Within six months,Getting better jobs,Aware,Select,Helps to grow personally,Useful,Timing,Stopped studying formal courses long back,Medium Match,No,,Select,,Took just information,,,Modified,02-07-2016 11:39,,,,,,,,,,,,,,,,,,1,532,Select,Better Career Prospects,No,No,Mumbai,No,XAcSynX,gYAJjxC,
